Region,LAWA Site ID,Site name,Estuary name,Date sampled ,Indicator,Units,Indicator value,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2016/01/01,Mud_content,%,13.1,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2016/01/01,Macrofauna,N/A,3.82,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2015/01/01,Mud_content,%,15.6,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2015/01/01,Macrofauna,N/A,4.18,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2014/01/01,Mud_content,%,14.0,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2014/01/01,Macrofauna,N/A,4.17,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2013/01/01,Mud_content,%,17.9,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2013/01/01,Macrofauna,N/A,4.51,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2012/01/01,Mud_content,%,20.6,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2012/01/01,Macrofauna,N/A,4.32,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2011/01/01,Mud_content,%,18.1,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2011/01/01,Macrofauna,N/A,4.35,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2010/01/01,Mud_content,%,10.9,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2010/01/01,Macrofauna,N/A,4.71,,,,,,,,
Auckland,LAWA-103166,TRN8,Tūranga,2016/01/01,Arsenic,mg/kg,8.3,,,,,,,,
Auckland,LAWA-103166,TRN8,Tūranga,2016/01/01,Copper,mg/kg,6.3,,,,,,,,
Auckland,LAWA-103166,TRN8,Tūranga,2016/01/01,Lead,mg/kg,11.7,,,,,,,,
Auckland,LAWA-103166,TRN8,Tūranga,2016/01/01,Mercury,mg/kg,0.06,,,,,,,,
Auckland,LAWA-103166,TRN8,Tūranga,2016/01/01,Zinc,mg/kg,54,,,,,,,,
Auckland,LAWA-103166,TRN8,Tūranga,2016/01/01,Mud_content,%,28.2,,,,,,,,
Auckland,LAWA-103163,TRN1,Tūranga,2022/01/01,Mud_content,%,1.6,,,,,,,,
Auckland,LAWA-103164,TRN4,Tūranga,2022/01/01,Mud_content,%,20.5,,,,,,,,
Auckland,LAWA-103165,TRN7,Tūranga,2022/01/01,Mud_content,%,16.3,,,,,,,,
Auckland,LAWA-103166,TRN8,Tūranga,2017/01/01,Mud_content,%,68.7,,,,,,,,
Auckland,LAWA-103166,TRN8,Tūranga,2018/01/01,Mud_content,%,83.1,,,,,,,,
Auckland,LAWA-103166,TRN8,Tūranga,2021/01/01,Mud_content,%,31.1,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2021/01/01,Mud_content,%,10.9,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2021/01/01,Macrofauna,N/A,3.60,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2020/01/01,Mud_content,%,5.7,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2020/01/01,Macrofauna,N/A,3.15,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2019/01/01,Mud_content,%,3.7,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2019/01/01,Macrofauna,N/A,3.61,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2018/01/01,Mud_content,%,2.8,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2018/01/01,Macrofauna,N/A,3.44,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2017/01/01,Mud_content,%,3.6,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2017/01/01,Macrofauna,N/A,3.29,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2016/01/01,Arsenic,mg/kg,2.4,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2016/01/01,Copper,mg/kg,1.4,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2016/01/01,Lead,mg/kg,2.8,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2016/01/01,Mercury,mg/kg,0.02,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2016/01/01,Zinc,mg/kg,14,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2016/01/01,Mud_content,%,4.2,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2016/01/01,Macrofauna,N/A,3.40,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2015/01/01,Mud_content,%,3.2,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2014/01/01,Mud_content,%,3.7,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2013/01/01,Mud_content,%,7.2,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2012/01/01,Mud_content,%,10.2,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2012/01/01,Macrofauna,N/A,4.13,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2011/01/01,Mud_content,%,5.9,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2011/01/01,Macrofauna,N/A,3.39,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2010/01/01,Mud_content,%,3.1,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2010/01/01,Macrofauna,N/A,3.61,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2021/01/01,Mud_content,%,8.8,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2021/01/01,Macrofauna,N/A,3.49,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2020/01/01,Mud_content,%,8.2,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2020/01/01,Macrofauna,N/A,3.13,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2019/01/01,Mud_content,%,8.7,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2019/01/01,Macrofauna,N/A,3.41,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2018/01/01,Mud_content,%,9.1,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2018/01/01,Macrofauna,N/A,3.25,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2017/01/01,Mud_content,%,14.2,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2017/01/01,Macrofauna,N/A,3.69,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2016/01/01,Arsenic,mg/kg,3.2,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2016/01/01,Copper,mg/kg,2.1,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2016/01/01,Lead,mg/kg,3.9,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2016/01/01,Mercury,mg/kg,0.02,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2016/01/01,Zinc,mg/kg,20,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2016/01/01,Mud_content,%,10.0,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2016/01/01,Macrofauna,N/A,3.25,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2015/01/01,Mud_content,%,7.5,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2014/01/01,Mud_content,%,10.1,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2013/01/01,Mud_content,%,8.6,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2012/01/01,Mud_content,%,3.3,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2012/01/01,Macrofauna,N/A,3.21,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2011/01/01,Mud_content,%,4.9,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2011/01/01,Macrofauna,N/A,2.35,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2010/01/01,Mud_content,%,8.1,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2010/01/01,Macrofauna,N/A,3.21,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2021/01/01,Mud_content,%,11.6,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2021/01/01,Macrofauna,N/A,3.26,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2020/01/01,Mud_content,%,11.3,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2020/01/01,Macrofauna,N/A,3.15,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2019/01/01,Mud_content,%,11.2,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2019/01/01,Macrofauna,N/A,3.56,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2018/01/01,Mud_content,%,12.5,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2018/01/01,Macrofauna,N/A,3.79,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2017/01/01,Mud_content,%,17.1,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2017/01/01,Macrofauna,N/A,3.97,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2016/01/01,Mud_content,%,16.4,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2016/01/01,Macrofauna,N/A,3.79,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2015/01/01,Mud_content,%,10.7,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2014/01/01,Mud_content,%,11.8,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2013/01/01,Mud_content,%,10.4,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2012/01/01,Mud_content,%,18.7,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2012/01/01,Macrofauna,N/A,3.58,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2011/01/01,Mud_content,%,8.8,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2011/01/01,Macrofauna,N/A,3.33,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2010/01/01,Mud_content,%,8.5,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2010/01/01,Macrofauna,N/A,3.99,,,,,,,,
Auckland,LAWA-103170,WKP9,Waikopua,2021/01/01,Mud_content,%,21.8,,,,,,,,
Auckland,LAWA-103170,WKP9,Waikopua,2016/01/01,Arsenic,mg/kg,5.3,,,,,,,,
Auckland,LAWA-103170,WKP9,Waikopua,2016/01/01,Copper,mg/kg,3.9,,,,,,,,
Auckland,LAWA-103170,WKP9,Waikopua,2016/01/01,Lead,mg/kg,6.9,,,,,,,,
Auckland,LAWA-103170,WKP9,Waikopua,2016/01/01,Mercury,mg/kg,0.03,,,,,,,,
Auckland,LAWA-103170,WKP9,Waikopua,2016/01/01,Zinc,mg/kg,24,,,,,,,,
Auckland,LAWA-103170,WKP9,Waikopua,2016/01/01,Mud_content,%,22.8,,,,,,,,
Auckland,LAWA-103167,WKP1,Waikopua,2022/01/01,Mud_content,%,6.5,,,,,,,,
Auckland,LAWA-103168,WKP3,Waikopua,2022/01/01,Mud_content,%,10.8,,,,,,,,
Auckland,LAWA-103169,WKP6,Waikopua,2022/01/01,Mud_content,%,12.0,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2016/01/01,Arsenic,mg/kg,7.3,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2016/01/01,Copper,mg/kg,9.3,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2016/01/01,Lead,mg/kg,28.2,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2016/01/01,Mercury,mg/kg,0.16,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2016/01/01,Zinc,mg/kg,96,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2016/01/01,Mud_content,%,32.6,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2016/01/01,Macrofauna,N/A,4.54,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2013/01/01,Arsenic,mg/kg,6.9,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2013/01/01,Copper,mg/kg,11.0,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2013/01/01,Lead,mg/kg,29.0,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2013/01/01,Mercury,mg/kg,0.16,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2013/01/01,Zinc,mg/kg,107,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2013/01/01,Mud_content,%,32.8,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2013/01/01,Macrofauna,N/A,4.68,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2011/01/01,Copper,mg/kg,11.6,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2011/01/01,Lead,mg/kg,30.9,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2011/01/01,Zinc,mg/kg,112,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2011/01/01,Mud_content,%,31.5,,,,,,,,
Auckland,LAWA-103205,Awatea,Waitematā Harbour (Central),2011/01/01,Macrofauna,N/A,4.54,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2019/01/01,Arsenic,mg/kg,6.8,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2019/01/01,Copper,mg/kg,6.3,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2019/01/01,Lead,mg/kg,12.4,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2019/01/01,Mercury,mg/kg,0.05,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2019/01/01,Zinc,mg/kg,54,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2019/01/01,Mud_content,%,7.3,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2019/01/01,Macrofauna,N/A,3.83,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2017/01/01,Arsenic,mg/kg,7.0,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2017/01/01,Copper,mg/kg,6.6,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2017/01/01,Lead,mg/kg,13.2,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2017/01/01,Mercury,mg/kg,0.05,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2017/01/01,Zinc,mg/kg,54,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2017/01/01,Mud_content,%,14.9,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2017/01/01,Macrofauna,N/A,4.08,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2015/01/01,Arsenic,mg/kg,6.3,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2015/01/01,Copper,mg/kg,6.2,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2015/01/01,Lead,mg/kg,12.6,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2015/01/01,Mercury,mg/kg,0.05,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2015/01/01,Zinc,mg/kg,47,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2015/01/01,Mud_content,%,11.2,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2015/01/01,Macrofauna,N/A,3.62,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2012/01/01,Arsenic,mg/kg,5.9,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2012/01/01,Copper,mg/kg,5.5,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2012/01/01,Lead,mg/kg,12.4,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2012/01/01,Mercury,mg/kg,0.04,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2012/01/01,Zinc,mg/kg,47,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2012/01/01,Mud_content,%,8.6,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2012/01/01,Macrofauna,N/A,4.43,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2010/01/01,Copper,mg/kg,7.0,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2010/01/01,Lead,mg/kg,15.1,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2010/01/01,Zinc,mg/kg,52,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2010/01/01,Mud_content,%,15.4,,,,,,,,
Auckland,LAWA-103206,Chelsea,Waitematā Harbour (Central),2010/01/01,Macrofauna,N/A,4.18,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2019/01/01,Arsenic,mg/kg,3.2,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2019/01/01,Copper,mg/kg,9.8,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2019/01/01,Lead,mg/kg,19.9,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2019/01/01,Mercury,mg/kg,0.08,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2019/01/01,Zinc,mg/kg,106,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2019/01/01,Mud_content,%,8.1,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2019/01/01,Macrofauna,N/A,3.96,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2017/01/01,Arsenic,mg/kg,4.1,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2017/01/01,Copper,mg/kg,9.8,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2017/01/01,Lead,mg/kg,22.7,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2017/01/01,Mercury,mg/kg,0.09,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2017/01/01,Zinc,mg/kg,123,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2017/01/01,Mud_content,%,8.1,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2017/01/01,Macrofauna,N/A,4.05,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2015/01/01,Arsenic,mg/kg,2.9,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2015/01/01,Copper,mg/kg,6.1,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2015/01/01,Lead,mg/kg,14.1,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2015/01/01,Mercury,mg/kg,0.05,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2015/01/01,Zinc,mg/kg,77,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2015/01/01,Mud_content,%,9.1,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2015/01/01,Macrofauna,N/A,3.72,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2012/01/01,Arsenic,mg/kg,2.4,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2012/01/01,Copper,mg/kg,4.9,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2012/01/01,Lead,mg/kg,12.6,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2012/01/01,Mercury,mg/kg,0.05,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2012/01/01,Zinc,mg/kg,68,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2012/01/01,Mud_content,%,8.3,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2012/01/01,Macrofauna,N/A,3.82,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2010/01/01,Copper,mg/kg,5.0,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2010/01/01,Lead,mg/kg,14.2,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2010/01/01,Zinc,mg/kg,74,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2010/01/01,Mud_content,%,5.1,,,,,,,,
Auckland,LAWA-103207,Coxs Bay,Waitematā Harbour (Central),2010/01/01,Macrofauna,N/A,3.68,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2021/01/01,Mud_content,%,8.8,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2019/01/01,Arsenic,mg/kg,14.5,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2019/01/01,Copper,mg/kg,7.7,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2019/01/01,Lead,mg/kg,19.5,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2019/01/01,Mercury,mg/kg,0.05,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2019/01/01,Zinc,mg/kg,93,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2019/01/01,Mud_content,%,5.6,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2019/01/01,Macrofauna,N/A,3.21,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2018/01/01,Mud_content,%,14.5,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2017/01/01,Arsenic,mg/kg,13.1,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2017/01/01,Copper,mg/kg,6.4,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2017/01/01,Lead,mg/kg,16.8,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2017/01/01,Mercury,mg/kg,0.04,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2017/01/01,Zinc,mg/kg,78,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2017/01/01,Mud_content,%,7.6,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2016/01/01,Mud_content,%,10.0,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2016/01/01,Macrofauna,N/A,3.01,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2015/01/01,Mud_content,%,9.9,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2015/01/01,Macrofauna,N/A,3.37,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2012/01/01,Arsenic,mg/kg,10.4,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2012/01/01,Copper,mg/kg,6.7,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2012/01/01,Lead,mg/kg,16.9,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2012/01/01,Mercury,mg/kg,0.04,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2012/01/01,Zinc,mg/kg,67,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2012/01/01,Mud_content,%,9.2,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2012/01/01,Macrofauna,N/A,2.74,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2010/01/01,Copper,mg/kg,5.3,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2010/01/01,Lead,mg/kg,18.1,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2010/01/01,Zinc,mg/kg,68,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2010/01/01,Mud_content,%,7.5,,,,,,,,
Auckland,LAWA-103115,Henderson Creek,Waitematā Harbour (Central),2010/01/01,Macrofauna,N/A,3.02,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2019/01/01,Arsenic,mg/kg,11.7,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2019/01/01,Copper,mg/kg,29.8,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2019/01/01,Lead,mg/kg,28.3,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2019/01/01,Mercury,mg/kg,0.13,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2019/01/01,Zinc,mg/kg,152,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2019/01/01,Mud_content,%,88.7,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2019/01/01,Macrofauna,N/A,5.28,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2017/01/01,Arsenic,mg/kg,12.2,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2017/01/01,Copper,mg/kg,27.5,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2017/01/01,Lead,mg/kg,28.0,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2017/01/01,Mercury,mg/kg,0.13,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2017/01/01,Zinc,mg/kg,150,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2017/01/01,Mud_content,%,88.9,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2017/01/01,Macrofauna,N/A,5.09,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2015/01/01,Arsenic,mg/kg,11.2,,,,,,,,
Auckland,LAWA-103208,Henderson Lower,Waitematā Harbour (Central),2015/01/01,Copper,mg/kg,27.7,,,,,,,,
